"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 15 20:22:57 IST 2024","Mon Jul 15 20:23:03 IST 2024","6412","","Login Test","","Check whether user is able to login with valid credentials","","Check whether user is able to login with valid credentials",""
